Discipline,Sorcery Path,Level,Power Name,Description,System,Source book,Page
Setite Sorcery,Orisha's Fortune (Wanga),2,Fortune's Blessing,"The wangateur requests the orishas’ aid for herself or an
ally. Luck is with her; tasks become simpler and less likely
to fail and the recipient may even fi nd herself capable of
feats that would normally prove too diffi cult to perform."," The specifi c task — hacking, driving, shooting
or any other mundane action — must be declared when
the power is invoked. For the duration of the scene, the
recipient fi nds the diffi culty of the specifi ed task lowered
by 1 (to a minimum of 4).
Multiple uses of this power are not cumulative, nor can
a poor roll be superceded or replaced by a better one. Any
attempt to use it on someone already under its infl uence
automatically fails.",Blood Sacrifice: Secrets of Thaumaturgy,79
Setite Sorcery,Orisha's Fortune (Wanga),3,Fortune's Curse,"The reverse of Fortune’s Blessing, this power allows
the wangateur to infl ict minor misfortune upon an enemy,
making a single task more diffi cult and likely to fail."," The caster must declare a specifi c sort of action
— brawling, sneaking or the like — when the power is
invoked. The target of the spell fi nds his diffi culty increased
by 1 (maximum 9) when attempting that action; this power
lasts for the scene.
This power is not cumulative, and should be considered
a failure if used on someone already under its infl uence.",Blood Sacrifice: Secrets of Thaumaturgy,79
Setite Sorcery,Orisha's Fortune (Wanga),4,Fortune's Favor,"The wangateur calls upon the spirits to perform some
truly hefty twisting of the laws of probability. Blows that
should land, contests that clearly favor the opposition — all
seem to shift inexplicably in favor of the wangateur."," At the moment of casting, the caster must
choose a specifi c individual against whom this power
operates. Once this power is invoked, the wangateur is
protected by an effect that seems to combine aspects of
the previous two powers. All of the target’s rolls are at +1
diffi culty (maximum 10). All the caster’s rolls are at -1 diffi
culty (minimum 4), but only when in direct opposition
to the target (attack rolls, dodges and contested actions).
Fortune’s Favor lasts for a number of turns equal to the
wangateur’s successes.
The caster cannot use Fortune’s Favor while under
the effects of Fortune’s Blessing, nor can she use it against
anyone already infl uenced by Fortune’s Curse.",Blood Sacrifice: Secrets of Thaumaturgy,79
Setite Sorcery,Orisha's Fortune (Wanga),5,Smiting Hand,"A truly nasty magic, Smiting Hand sets the power of
the orishas directly against a foe, transforming almost any
attempted task into a catastrophic failure."," Every success achieved by the caster becomes
a “phantom botch” that the target must overcome on his
next roll. Thus, if the caster achieves 3 successes, the target’s
next roll is considered to have 3 extra dice that all came
up 1. Furthermore, any failure while under the infl uence
of this power is considered a botch, rather than a mere
failure. For example, if the aforementioned victim rolled
10, 7, 3, 2 and 2, that would normally be a failure — the
phantom 1’s cancel out the 7 and the 10. Because of the
power of Smiting Hand, however, the result is a botch even
though successes were rolled. The Storyteller is encouraged to
have such botches result in truly catastrophic results, even
as compared to “normal” botches; those who threaten the
favored of the orishas deserve whatever happens to them.",Blood Sacrifice: Secrets of Thaumaturgy,79
Setite Sorcery,Voice of the Wild (Wanga),1,Scent of the Beast,"The magician can produce scents and pheromones appropriate
to a particular species of animal. Used in ancient
nights to attract game and ward off predators, it fi nds similar
use tonight among more creative wangateurs."," The caster must have in her possession a sample
(tuft of fur, whisker, tooth, drop of blood, etc.) from the
animal she wishes to smell like. If successful, the Kindred
gives off a scent identical to that of the target animal for the
remainder of the scene. Three successes allow the wangateur
to smell like that animal in a particular emotional state;
she could, for instance, duplicate the scent of a scared cat
or a dog in heat. With fi ve successes, the power is effective
enough to fool an animal ghoul. Five successes will
also permit the caster to fool Lupines, Kindred in animal
form, or Kindred using Auspex, but these received an
opposed Perception + Alertness roll (diffi culty 6). If this
opposed roll is successful, the Lupine or Kindred notices
something subtly off about the caster’s scent, and may well
investigate further.
Any attempt to attract an animal must achieve at
least three successes to inspire the creature to overcome
its instinctive aversion to vampires; fewer successes mean
that the animal will approach to within a few yards, but
no closer. Any attempt to create a scent strong enough to
affect a human or a Kindred not using Auspex (duplicating
the spray of a skunk, for instance) also requires three
successes.",Blood Sacrifice: Secrets of Thaumaturgy,80
Setite Sorcery,Voice of the Wild (Wanga),2,Hide from Hunter's Eyes,"The cities of the 21st century may house vicious guard
dogs rather than hungry lions, but the effect of this power
is much the same as it was in nights past. With this power,
the Kindred causes animals to overlook her completely. This
applies to scent and hearing as well as sight. Although few
animals willingly attack Kindred, this is powerful protection
against those that will. Perhaps more importantly, it
prevents dogs and other guard animals from rousing the
neighbors."," The wangateur must have a body part (fur, hair
or a tooth will suffi ce) from the kind of animal she wishes
to hide from, and a pinch of pepper, drop of perfume or
any other strongly scented material. This must be rubbed
on the sample as the blood is spent. For the remainder of
the scene, animals of the specifi ed variety (dogs being the
most common in modern cities) simply don’t notice the
Kindred’s presence unless she specifi cally does something to
attract attention (touching the animal, making any noise
louder than low conversation or the like).
This power requires fi ve successes to fool Lupines
or Kindred in animal form, but they receive an opposed
Perception + Alertness roll to see through it (diffi culty
6). It functions on animal ghouls regardless of the number
of successes, but they too are allowed an opposed Wits +
Alertness roll (diffi culty 7 for ghouls).",Blood Sacrifice: Secrets of Thaumaturgy,80
Setite Sorcery,Voice of the Wild (Wanga),3,Marring the Prey,"Working off the premise, “I don’t have to run faster
than the bear, I just have to run faster than you,” this power
allows the caster to fi x the attention of a given variety of
animal on a specifi c target. The beasts in question will
focus only on that individual, unless someone else makes
a concerted effort to get their attention. This power does
not automatically make an animal hostile."," The caster must have a bit of hair or other
sample from the variety of animal to be infl uenced, and a
pinch or drop of something that animal might fi nd attractive
(catnip for cats, the fur of a small rodent for snakes,
etc.). These must be combined at the time the blood is
spent to invoke the magic. The target must be visible to
the wangateur. If the roll succeeds, all animals of the chosen
variety in the area will focus exclusively on the target
for the duration of the scene, or until the target is able to
escape their immediate vicinity (and avoid pursuit) for
several minutes. Distracting their attention requires physical
contact or an actual attack; shouting at them accomplishes
nothing. Friendly animals will frolic and play around the
target, whereas hostile animals will attack.",Blood Sacrifice: Secrets of Thaumaturgy,80
Setite Sorcery,Voice of the Wild (Wanga),4,Guiding Spirit,"This power allows the wangateur to manipulate the
emotional state of an animal. This means more than just
“angry” or “sad.” The caster can achieve a specifi c degree
of control by causing the animal to react one way to some
stimuli, and entirely differently to another. Although not
as particular as the control granted by Animalism, Guiding
Spirit can create some truly impressive results."," The caster must have in his possession some
body part (again, fur or the like is fi ne) from the type of
animal to be infl uenced. The caster must make eye contact
or direct physical contact with the animal as he spends vitae
to invoke this power. The animal may resist with Willpower
(diffi culty 7) only if the wangateur is infl uencing it to do
something totally against its instincts or training (attempting
to make a loyal dog attack its owner, for instance). Animal
Willpower can be found in the appendix of Vampire: The
Masquerade. For every success, the caster maintains control
over the animal’s emotional state for a scene.
The target can be made to calm down, grow enraged
enough to attack a specifi c target, become playful or any
other emotional effect on which the player and Storyteller
can agree. The animal cannot be made to perform specifi c
tricks for which it has not been trained (like shaking paws
or fetching keys), nor can it be made to place itself in the
path of certain harm (though it can be made to take risks).
The exact limits of this power are deliberately vague, as
animals react on a much more emotional and instinctive
level than humans. It is ultimately the Storyteller’s call as
to what is and is not possible with Guiding Spirit.",Blood Sacrifice: Secrets of Thaumaturgy,80
Setite Sorcery,Voice of the Wild (Wanga),5,Mantle of the Beast,"The caster may assume a single physical characteristic
of an animal. The eyes of a cat allow vision in areas of very
low lighting (though not complete darkness). The claws
of a bear are suffi cient for shredding opponents, and aid
climbing to boot. The nose of a bloodhound can tell you
exactly where that snooping reporter ran off to. And though
Kindred aren’t built for fl ight, a set of wings will at least
break your fall, allowing you to glide to (relative) safety."," The character must have on her person a sample
(as above) of the animal whose feature she wishes to duplicate.
This power duplicates a single feature only. Thus, the caster
could not take a snake’s ability to wriggle through small places,
because that is a factor of the snake’s body structure and not
a specifi c feature; she could, however, take the compressible
ribcage of a mouse and accomplish much the same thing, as
that is a single physical feature of the animal.
Claws created with Mantle of the Beast do Strength +1
aggravated damage. They also reduce climbing diffi culty by
2. Wings require a roll of Stamina + Athletics against diffi
culty 7 to use properly. Kindred can glide for a distance of
100 yards per success rolled (further with a strong tailwind),
and she can safely fall almost any distance without taking
damage. A protective covering like a turtle’s shell or an
insect’s carapace adds 2 to the character’s soak pool; these
dice can be used to soak aggravated damage. Advantages
for taking other features are at Storyteller’s discretion.",Blood Sacrifice: Secrets of Thaumaturgy,81
Setite Sorcery,Lash of Xipe Totec (Nahuallotl),1,Another's Burden,"The nahualli can lessen the pain of another by taking
some or all of his suffering onto herself."," The caster touches the subject after shedding a
blood point and praying to Xipe Totec. Her successes on her
Willpower roll indicate how many dice-pool penalties she can
transfer (though she need not absorb the full amount). Thus,
if a companion is at the Wounded health level (-2 penalty)
and the caster achieves two or more successes, she may take
a penalty of 1 die (leaving her companion with only a 1 die
penalty) or 2 dice (leaving her companion unhindered). This
does not transfer actual damage or health levels; merely related
penalties. The power lasts for the scene, or until the nahualli
chooses to deactivate it. If the subject wishes to resist this
power for whatever reason, he may do so with a Willpower roll,
diffi culty 5; his successes subtract from the caster’s own.",Blood Sacrifice: Secrets of Thaumaturgy,88
Setite Sorcery,Lash of Xipe Totec (Nahuallotl),2,Obsidian Shattered,"The nahualli may temporarily ignore wound penalties.
This does not actually heal any damage; it simply dulls pain.
This power may be used on the caster only."," The nahualli sheds a blood point and prays to
Xipe Totec. The caster may ignore a number of dice penalties
equal to his successes. The power lasts for a scene.",Blood Sacrifice: The Thuamaturgy Companion,88
Setite Sorcery,Lash of Xipe Totec (Nahuallotl),3,Burden Another,"The caster may reduce his own pain by infl icting it upon
another."," The caster must touch the subject while shedding
a blood point and praying to Xipe Totec. The power may be
resisted with a Willpower roll, diffi culty 8; successes on this
roll subtract from the caster’s successes. Her net successes on
her casting roll indicate how many dice-pool penalties she can
infl ict (though she need not infl ict the full amount). Thus,
if the caster is at the Wounded health level (-2 penalty) and
achieves two or more successes, she may infl ict a penalty of 1
die on her subject (leaving her with only a 1 die penalty) or
2 dice (leaving her completely unhindered). A nahualli may
not transfer more pain — or penalties — than she currently
suffers. This does not transfer actual damage or health levels;
merely penalties and pain. The power lasts for the scene, unless
the nahualli chooses to end it early.",Blood Sacrifice: The Thuamaturgy Companion,88
Setite Sorcery,Lash of Xipe Totec (Nahuallotl),4,Obsidian's Edge,"The nahualli may now cause actual damage at a distance.
Wounds appear on the target’s skin as though an invisible
blade is being applied."," Obsidian’s Edge requires the standard prayers and
shedding of blood. The victim may not resist with Willpower,
but he may soak the lethal damage. The damage pool equals
the caster’s Intelligence + her successes on her Willpower roll.
This power may target anyone within line of sight.",Blood Sacrifice: The Thuamaturgy Companion,89
Setite Sorcery,Lash of Xipe Totec (Nahuallotl),5,Flay,"A further enhancement to the power of Obsidian’s Edge,
Flay may be used to cause severe pain and injury to multiple
foes at once."," Flay requires the caster to pray, shed blood, and
make the standard casting roll. The power can target a number
of targets in a single turn equal to the caster’s Intelligence; it
otherwise employs the same mechanics as Obsidian’s Edge.",Blood Sacrifice: The Thuamaturgy Companion,89
Setite Sorcery,Divine Hand (Akhu),1,Hand of Ptah,"At first, the magician can affect only small objects with the Divine Hand - 200 Pounds at most. Typical targets might be a wooden support beam, an item of furniture or a small motorcycle. The lector-priest identifies himself with the artisan-god Ptah"," The magician can inflict (or repair) two health levels of damage on the object, or exert a force equal to a Strength of 3.",Vampire The Masquerade - Blood Sacrifice - The Thaumaturgy Companion,25
Setite Sorcery,Divine Hand (Akhu),2,Hand of Khnum,"At this level of mastery, a magician gains the power to affect mortal beings - humans and animals - with the Divine Hand. The amgician takes on the power of Khnum, divine shaper of life. Innately supernatural creatures such as vampires and werewolves, however, remain immune.

To cast the Hand of Khnum upon a mortal, the magician inscribes the person's name on the wax doll and incorporates bits of the person in the doll - a snippet of hair, say, or fingernail clippings. A supernatural ""True Name"" removes the need for body relics, but most modern people do not have a True Name, or at least they do not know it.

The magician can also affect more massive objects, up to 1000 pounds, such as a telephone pole, steel support beam, large motorcycle or dumpster."," For each success the player rolls, the magician can inflict one health level of lethal damage upon a mortal victim. Alternatively, she can exert Strength 2 against the person for each success rolled - for instance, the magician could wrap her hand tightly around a doll to immobilize the victim.

Against inanimate objects, the magician can inflict four health levels of damage or exert a Strength of 6.",Vampire The Masquerade - Blood Sacrifice - The Thaumaturgy Companion,25
Setite Sorcery,Divine Hand (Akhu),3,Hand of Anubis,"At this level, the magician gains the power to influence corporeal supernatural entities, vampires, werewolves, changelings and other such creatures of mixed natures. The character calls upon Anubis, the mediator between worlds. He cannot affect wraiths or other sorts of spirits. As with the Hand of Khnum, the magician needs the victim's 'True Name' or a sample of her body and her mundane name. The magician must make an extraordinary effort, however, to overpower the innate magic of the victim's being.

The magician can also now affect inanimate objects weighing up to 5000 pounds, such as a car or a large speedboat."," To affect a supernatural victim, the magician's player spends two blood points and two points of temporary Willpower (that do not add successes to the dice roll). For every success rolled on the Intelligence+Occult check the magician inflicts one health level of lethal damage to a supernatural target.

The magician can inflict up to six health levels of damage on inanimate objects, or exert a Strength of 9. This application does not cost vitae or Willpower",Vampire The Masquerade - Blood Sacrifice - The Thaumaturgy Companion,25
Setite Sorcery,Divine Hand (Akhu),4,Hand of Thoth,"At this level of mastery, the magician can employ the Divine Hand against all sorts of spirits, including wraiths. Since spirits do not have corporeal forms, the magician needs the spirit's True Name or (in the case of wraiths) a relic of the deceased's khat or some object (called a Fetter) that was supremely important to the person in life, The lector-priest can also affect a spirit that she sees directly. The magic only affects spirits who manifest on Earth, or at least in the spirit world very close to Earth. The Hand of Thoth cannot reach spirits in their own realms.

At this level, the agician can use the Divine Hand against inanimate objects weighing up to 20,000 pounds. such as an armored limousine, a emi, or a Learjet."," The magician's player spends two blood points and two points of temporary Willpower to affect a spirit, and makes the Intelligence+Occult roll. For every success the magician inflicts one health level of lethal damage to the spirit. The magic only affects spirits who manifest on Earth or in the Penumbra or Shroud.

The magician can inflict up to eight health levels of damage to an inanimate object, or exert a Strength of 12, without expending viate or Willpower.",Vampire The Masquerade - Blood Sacrifice - The Thaumaturgy Companion,25-26
Setite Sorcery,Divine Hand (Akhu),5,Hand of Heka,"A master of the Divine Hand can transmit magical powers to affect a target anywhere in the world by calling upon Heka, personified Magic itslef. The transmitted magic can be a Discipline effect or another path or ritual power. For insatance, a lector-priest could make a person fall in love with her by pouring a love potion over a consecrated doll, or by the Presence power Entrancement upon the doll. The hand of Heka cannot transmit purely physical effects such as a Feral Claws or Quietus attack, but the Hand can transmit non-physical effects to objects, mortals, supernatural beings and spirits.

At this level of mastery the magician can also damage or manipulate objects weighing up to 100,000 pounds. Examples include a small house (or section of a larger building), a large yacht, a passenger plane, a boxcar or a good-sized tree."," The magician's player spends two blood points and two Willpower points to affect supernatural or spiritual targets. The player also expends whatever vitae the transmitted magic demands, and makes seperate dice rolls for the Hand of Heka and the transmitted magic. Either the Hand or the other magic might fail. To influence mortal or corporeal targets, the magician needs the Victim's True Name or something from the victim's body. Affecting spirits requires possession of the spirit's True Name, a body relic or fetter for wraiths, or line of sight.

The magician can inflict up to 10 health levels of damage to an object, or exert a Strength of 15.",Vampire The Masquerade - Blood Sacrifice - The Thaumaturgy Companion,26
Setite Sorcery,Immanence of Set (Akhu),1,Whispers of The Sands,"The shared blood of Set that sings in the veins of
all Setites creates a bond between them that allows a
Serpent to communicate his thoughts to his servants
and childer, no matter how far away they may be. This
power allows the sorcerer to share news and information
with his network all over the known world, and set plans
in motion from hundreds of leagues away."," To use this power, the player spends one
blood point and rolls Manipulation + Leadership (difficulty
6). If successful, the vampire may communicate
with any of his progeny or ghouls, no matter how far
away. For each success, one target can receive the message,
although all targets receive the same message. The 
communication lasts for one turn, and can consist of no
more than two short sentences. The player may maintain
the link and have the vampire communicate further by
spending a Willpower point for each succeeding turn.",Libellus Sanguinus III Wolves at the Door,105-106
Setite Sorcery,Immanence of Set (Akhu),2,Tongue of the Tempter,"All Setites are chosen for their ability to manipulate
the minds of mortal and Cainite alike, but this
ability heightens these qualities to the utmost, giving
their words a hypnotic sweetness that can loosen the
tightest lips and release a victim’s innermost desires."," The Setite must invoke this power immediately
after sundown. The player spends two blood
points and rolls Manipulation + Empathy versus the
target’s Willpower. That night, the Setite must seek
out her victim and engage him in conversation for at
least a half-hour. If the invocation was successful, the
victim lets slip one of his secret fears or desires, though
without remembering having done so. The number of
successes can indicate the import of the secret at the
Storyteller’s discretion.",Libellus Sanguinus III Wolves at the Door,106
Setite Sorcery,Immanence of Set (Akhu),3,Voice of the Prophet,"In ancient times, the powers of the oracle could
change a mortal life forever, bringing even the greatest
heroes to glory or ruin depending on how they interpreted
the words of the god. The Setites were very often
the serpent lingering in the shadows of oracular temples
such as Siwa or Delphi, sharing the corrupting words of
the god with those seeking confirmation of their fears
or ambitions. When a Setite employs this power he
is supposedly communicating with his akh, lingering
in the otherworld and drawing on the supernatural
knowledge available there."," The Setite must invoke this power in the
presence of the intended victim. The player spends
two blood points and a Willpower point, then rolls
Perception + Empathy against the target’s Willpower.
If successful, the Setite delivers a cryptic message to the
victim that speaks directly to his deepest desires. The
nature of this message is determined by the Storyteller,
and may mean little or nothing to the Setite using the
power. The victim, however, will take the message as
confirmation of his secret ambitions, and will be driven
to acting upon them regardless of apparent risks or disadvantages.
This ability can be unpredictable, turning a
complacent pawn into a raging madman (or vice versa).",Libellus Sanguinus III Wolves at the Door,106
Setite Sorcery,Immanence of Set (Akhu),4,Lord of Storms,"Long before his incarnation as a tempter, Set was
the god of darkness and storm. This ability allows the
Setite to summon up a sandstorm (or thunderstorm) of
ferocious intensity, blocking out the sky and driving any
sane person to cover, but allowing the Setite to move
about quickly and easily."," The Setite’s player must spend three blood
points and a Willpower point, summoning a raging storm
that blankets the area within a square mile of the corrupter
who summoned it. The player may increase the radius of
the storm by spending additional Willpower, increasing
the area by 10 miles per Willpower point. While the
howling winds and sand (or rain) are severe enough to
drive most sensible creatures to cover, the Setite (and
anyone in his immediate retinue) may travel untouched
by the raging weather, as though it were a calm, clear
night. The effects of the storm last for at least one scene
but can last much longer, at the Storyteller’s discretion.
More than one Setite has used this power to hinder the
movements of his enemies while making a well-timed
escape, most notably during the catastrophe at Tanis.",Libellus Sanguinus III Wolves at the Door,106
Setite Sorcery,Immanence of Set (Akhu),5,Dark Invocation,"For thousands of years, the people of Egypt protected
their tombs and treasure vaults with foul curses that called
upon the gods for vengeance. This ability allows a Setite
to lay a protective curse upon an object or place, or direct
a damaging one against a particular enemy."," To lay the curse against a person, the Setite
must know the victim’s name, and in the case of another
vampire, he must have a drop of the Cainite’s blood. The
Setite must first devise the nature of the curse — it must
have a single, specific effect and a specific duration, no
longer than a lunar cycle. The effect can be virtually
anything: let his strength wither like the parched reed; let his
mind be dulled as though by strong wine; let his tongue speak
nothing but truth; let the skin fall from his bones.
Once the curse has been devised, the player spends
four blood points and a Willpower point, then makes a
Manipulation + Occult roll versus the target’s Willpower.
If successful, the curse takes effect immediately. In
most cases, the number of successes become a difficulty
penalty for the target in appropriate circumstances. In
the case of a curse laid to protect a place or object, the
Setite must state specific “triggers” that would activate
the curse, as well as its effect and duration, and this
information must be inscribed around the place or
object in question.",Libellus Sanguinus III Wolves at the Door,106
Setite Sorcery,Path of Duat (Akhu),1,A Sending of Serpents,"Serpents, the spawn of Apep, haunt the 12 caverns of Duat. They swim in the river and coil about the limbs of the unredeemed dead. Through this power, the magician makes her victim hallucinate about snakes. The victim starts by seeing a single asp slithering nearby. No matter what the victim does, the snake comes closer. If he runs, another snake drops down before him or slithers from behind the furniture. If he attacks the snake, it vanishes but another serpent akes its place. Before long, more serpents appear, and one manages to coil around his body... Although the snakes look real and deadly, they never actually bite. They can only frighten the victim.

Other people, of course, do not see these phantom serpents and might assume that a frightened victim is on drugs or has lost his mind."," The Charisma+Occult roll has a difficults of 4, or 5 if the victim didn not see the magician and the talisman of Sokar when the attack Began",Vampire The Masquerade - Blood Sacrifice - The Thaumaturgy Companion,26
Setite Sorcery,Path of Duat (Akhu),2,Darkness of Duat,"The dead in Duat exist in darkness, reliveed only by the nightly passage of the ship of Ra. This power casts the darkness of Duat into a victim's eyes, rendering him blind. The victim also hears the soft lapping of the River of Death as it flows through the Underworld."," If the Charisma+Occult roll succeeds, the victim sees nothing for as long as the magician concentrates upon her. Blinded characters are at +2 difficulty on Dexterity-based actions, or tasks that involve sight (such as searching for an object, typing at a keyboard, etc.) Those who attack a blind character receive +2 dice to their attack rolls.",Vampire The Masquerade - Blood Sacrifice - The Thaumaturgy Companion,26
Setite Sorcery,Path of Duat (Akhu),3,Suffocation of The Tomb,"Along with their other torments, the dead in Duat cannot breath or speak. The ""Opening of the Mouth"" funerary ritual was meant to deliver the deceased from this unhappy condition. Through this power, a magician renders a victim as breathless and mute as the dead."," If the player succeeds in the dice roll, the victim can neither breathe nor speak for as long as the vampire concentrates upon her. For vampires, muteness is a minor inconvenience; they do not, of cource, need to breathe. For a mortal, loss of breath can kill and deliver him to the netherworld in truth if the magician persists long enough. Mortals can survive a few minutes of suffocationm but immediately drop to Injured. For each turn of energetic action that a mortal attempts while suffocating, the player rolls Stamina+Athletics roll (Difficulty 6). Failure means that the character suffers another health level of bashing damage. Once a mortal loses conciousness from this attack, she can live as many minuters as her Stamina Trait rating before suffocating to death.",Vampire The Masquerade - Blood Sacrifice - The Thaumaturgy Companion,26
Setite Sorcery,Path of Duat (Akhu),4,The Narrow House,"The dead in Duat rest in coffins that open only when the sun-god Ra makes his nightly passage. At this level, the magician makes her victim feel that he is trapped in a coffin, unable to move."," A successfully paralyzed victim can take no action at all so long as the magician concentrates upon her, unless her player spends a Willpower point. In that case, the victim can act for that single turn, at a dice penalty equal to the number of successes the magician's player rolled. This power affects vampires, other corporeal supernatural entities and wraiths, but not other sorts of spirits.",Vampire The Masquerade - Blood Sacrifice - The Thaumaturgy Companion,26-27
Setite Sorcery,Path of Duat (Akhu),5,Consignment to Duat,"The ultimate power of this path sends the victim's entire consciousness to Duat. For a mortal, this means death. For a vamoire, it merely means torpor - but since the victim is at the magician's mercy, in all likelihood Final Death soon follows anyway."," Unlike the other powers in this path, the magician's player spends a Willpower point. This does not add a success to the Charisma+Occult roll. The victim, feeling himself die, can also expend Willpower to stay active for another turn. While doing this, the victim suffers a -2 dice penalty to all dice pools, as if attempting to do two things at once. The victim's player spends another Willpower point each turn to keep the character alive (or undead, at least), but the magician's player does not have to expend more Willpower points to continue the attack. To survive the attack, the victim needs some way to break the magician's concentration or escape her line of sight.

Torpor induced by Consignment to Duat lasts the normal duration set by the Victim's Humanity or Path of Enlightenment rating - barring further action by the magician.",Vampire The Masquerade - Blood Sacrifice - The Thaumaturgy Companion,27
Setite Sorcery,Path of the Dry Nile (Akhu),1,Beauty Fades,"The Setite causes a work of art, such as a painting,
sculpture, novel, fi lm or live performance, to be perceived
by its audience as repellent, ugly, badly executed
and cruelly nihilistic. Using the power on a work of art
that already displays one or more of these qualities is
redundant."," The Setite rolls Wits + Manipulation (diffi
culty 3-9, at Storyteller’s discretion: a sitcom episode
rates a 3; the Mona Lisa, a 9.) The Setite must be in
the presence of the work when he uses the power. If
multiple copies of a work exist, only the one(s) in her
presence is affected. For example, characters watching
a television broadcast with her see it as repulsive, while
viewers in other households perceive it to be nothing
out of the ordinary. The effect lasts for the length of
time required to experience the work, or for one scene,
whichever is greater. This power doesn’t require the
amulet described above.",Blood Magic: Secrets of Thaumaturgy,116-117
Setite Sorcery,Path of the Dry Nile (Akhu),2,Trust Withers,"The victim begins to suspect that a specifi ed,
trusted ally or associate intends to betray him. The
victim’s delusion escalates from mild unease to wildeyed
paranoia."," The Setite’s player rolls Wits + Manipulation
against the target’s Willpower and spends a blood
point. The full process takes nine weeks minus one
week per success scored. The subject may resist on a
successful Willpower roll if he suspects that something
outside may be infl uencing him (Storytellers, use your
best judgment) by accumulating more successes than
weeks have passed in the character’s decline.",Blood Magic: Secrets of Thaumaturgy,116-117
Setite Sorcery,Path of the Dry Nile (Akhu),3,Love Dies,"The Setite suppresses all feelings of love felt by the
victim toward a specifi ed secondary target. The fi rst
victim feels nothing but emptiness and confusion when
he sees or thinks about the second. Love Dies counters
romantic, platonic and familial love."," The Setite must be in the presence of her
subject to initiate this power. The player rolls Wits +
Manipulation against the target’s Willpower and spends
two blood points. Thereafter, the subject’s emotional
attachment — which must have been love in origin
— withers over the course of the next few nights. This
power does not affect blood bonds. Love Dies ends after
a number of months equal to the Setite’s Willpower at
the time it is used.",Blood Magic: Secrets of Thaumaturgy,117
Setite Sorcery,Path of the Dry Nile (Akhu),4,Hope Dissolves,"The Setite’s victim subject can’t shake the absolute
conviction that a specifi ed goal he meant to accomplish
can under no circumstances be achieved. He rapidly
grows disheartened and indolent."," The Setite must be in the presence of the
subject at the time he invokes this power. The player
rolls Wits + Manipulation against the target’s Willpower
and spends three blood points. If the roll is successful, the
subject sinks into a deep depression over the course of
one day or night, and becomes distinctly morose. While
in this state, a character may only have a number of dice
equal to her Self-Control Virtue available for dice pools.
If she wishes to use her full dice pool, she must spend
a Willpower point to undertake that action. Although
this power is unlikely to drive a character to suicidal
depression, a character already predisposed toward that
end may fi nd the urge more compelling.
The duration of this power varies by the number of
successes the Setite acquired. It may be cured through
therapy, drugs, etc., before this time period, however,
should the victim seek help.
One success One night
Two successes One week
Three successes One month
Four successes One year
Five successes Permanent",Blood Magic: Secrets of Thaumaturgy,117
Setite Sorcery,Path of the Dry Nile (Akhu),5,Thrones Crumble,"The Setite selects an individual and causes him to
reexamine his loyalty to an authority fi gure. No matter
why the target followed his leader — admiration, ideological
fervor, fear, greed or simple ambivalence — he
now bitterly rejects his allegiance. Whether the victim
actively works against the former object of his loyalty, or
simply drops out of the picture, remains his choice."," The Setite must see his subject to initiate
this power. The player rolls Wits + Manipulation (diffi
culty of the target’s Willpower) and spends three blood
points. If the roll is successful, the character acquires an
active antipathy for some leadership fi gure who affects
his life — a manager, a vicar, a king, a president, his
father — and reacts in order with his Nature against that
fi gure. This will not always result in physical confl ict; a
Conformist may well “play along” grudgingly with the
authority fi gure, but he might seek the company of others
who oppose the leader, whereas a Rogue may make
a grand show of rebellion against the leader.",Blood Magic: Secrets of Thaumaturgy,117
Setite Sorcery,Revelations of Duat (Akhu),1,Sight of the Jackal,"Sorcerers with Sight of the Jackal immediately identify
ghosts who resist the call of Duat, spying free dead as
they ride living vessels or hide in objects and structures.
The sorcerer’s eyes gain a translucent grey film until the
duration of the power concludes."," Additional successes allow greater perception
of the strength, shape, and history of the ghost. The power
lasts for the remainder of the scene. Ghosts become aware
of the sorcerer on a botch, and depending on their temperament
they may attack the vampire. Sight of the Jackal
does not allow sorcerers to communicate with the dead.",Vampire the Dark Ages - Tome of Secrets,62
Setite Sorcery,Revelations of Duat (Akhu),2,Weigh the Virtues,"To judge the dead, Anubis must weigh virtues and sins.
The Setite practicing Weigh the Virtues is able to identify
any morally compelling deeds performed by a once-living
being, whether they’re using this power on a ghost, a
corpse, or a vampire. Knowledge of these deeds is key to
practicing the further powers on this Path, as Imbue with
the Grace of Anubis is predicated on understanding the
deceased’s crimes."," For each success, a different deed — from
saving a child from a crocodile’s jaws to murdering a rival
over a lover — appears to the sorcerer in vivid detail. On
a botch, this power reveals one of the sorcerer’s sins to his
most trusted companions.",Vampire the Dark Ages - Tome of Secrets,62
